Geracao,ID_Original,Cromossomo,Distancia_KM,Tempo_H,Pedagio_R$
60,66,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
60,67,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
60,68,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
60,69,7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,368.86,68.50,327.00
60,70,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
60,71,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
60,72,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
60,73,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
60,74,1 - 3 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 0,381.84,74.00,310.00
60,75,2 - 8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1,375.24,68.50,325.00
60,76,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
60,77,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
60,78,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
60,79,2 - 7 - 8 - 4 - 5 - 9 - 6 - 3 - 1 - 0,366.06,72.00,318.00
60,80,8 - 7 - 4 - 5 - 9 - 6 - 3 - 1 - 0 - 2,372.45,72.00,316.00
60,81,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
60,82,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
60,83,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
60,84,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
60,85,9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4,409.09,86.50,220.00
60,86,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
60,87,4 - 5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7,372.45,72.00,316.00
60,88,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
60,89,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
60,90,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
60,91,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
60,92,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
60,93,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
60,94,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
60,95,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
60,96,4 - 5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7,372.45,72.00,316.00
60,97,6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4,424.26,85.50,217.00
60,98,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
60,99,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
61,0,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
61,1,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
61,2,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
61,3,5 - 8 - 7 - 2 - 1 - 3 - 0 - 6 - 9 - 4,414.03,93.50,210.00
61,4,6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4,424.26,85.50,217.00
61,5,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
61,6,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
61,7,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
61,8,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
61,9,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
61,10,8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7,368.86,68.50,327.00
61,11,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
61,12,7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,368.86,68.50,327.00
61,13,8 - 7 - 4 - 5 - 9 - 6 - 3 - 1 - 0 - 2,372.45,72.00,316.00
61,14,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
61,15,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
61,16,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
61,17,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
61,18,8 - 5 - 4 - 6 - 9 - 3 - 1 - 0 - 2 - 7,421.46,89.00,208.00
61,19,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
61,20,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
61,21,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
61,22,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
61,23,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
61,24,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
61,25,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
61,26,8 - 5 - 4 - 6 - 9 - 3 - 1 - 0 - 2 - 7,421.46,89.00,208.00
61,27,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
61,28,9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4,409.09,86.50,220.00
61,29,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
61,30,4 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 5,406.30,90.00,211.00
61,31,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
61,32,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
61,33,4 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 5,406.12,92.00,216.00
61,34,6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4,424.26,85.50,217.00
61,35,1 - 3 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 0,381.84,74.00,310.00
61,36,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
61,37,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
61,38,6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4,424.26,85.50,217.00
61,39,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
61,40,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
61,41,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
61,42,9 - 6 - 3 - 0 - 1 - 2 - 8 - 7 - 5 - 4,408.91,88.50,225.00
61,43,4 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 5,406.30,90.00,211.00
61,44,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
61,45,6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4,424.26,85.50,217.00
61,46,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
61,47,4 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 5,406.30,90.00,211.00
61,48,7 - 4 - 5 - 9 - 6 - 0 - 1 - 3 - 2 - 8,381.84,74.00,310.00
61,49,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
61,50,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
61,51,2 - 8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1,375.24,68.50,325.00
61,52,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
61,53,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
61,54,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
61,55,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
61,56,4 - 6 - 9 - 3 - 1 - 0 - 2 - 7 - 8 - 5,421.46,89.00,208.00
61,57,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
61,58,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
61,59,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
61,60,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
61,61,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
61,62,4 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 5,406.30,90.00,211.00
61,63,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
61,64,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
61,65,2 - 7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1,368.86,68.50,327.00
61,66,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
61,67,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
61,68,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
61,69,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
61,70,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
61,71,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
61,72,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
61,73,9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4 - 5,368.86,68.50,327.00
61,74,8 - 7 - 4 - 5 - 9 - 6 - 0 - 1 - 3 - 2,381.84,74.00,310.00
61,75,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
61,76,7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,368.86,68.50,327.00
61,77,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
61,78,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
61,79,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
61,80,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
61,81,1 - 3 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 0,381.84,74.00,310.00
61,82,4 - 5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7,372.45,72.00,316.00
61,83,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
61,84,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
61,85,4 - 5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7,372.45,72.00,316.00
61,86,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
61,87,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
61,88,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
61,89,0 - 1 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 3,375.24,68.50,325.00
61,90,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
61,91,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
61,92,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
61,93,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
61,94,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
61,95,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
61,96,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
61,97,2 - 7 - 8 - 4 - 5 - 9 - 6 - 3 - 1 - 0,366.06,72.00,318.00
61,98,4 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 5,406.12,92.00,216.00
61,99,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
62,0,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
62,1,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
62,2,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
62,3,5 - 8 - 7 - 2 - 1 - 3 - 0 - 6 - 9 - 4,414.03,93.50,210.00
62,4,6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4,424.26,85.50,217.00
62,5,8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6 - 7,372.28,68.00,375.00
62,6,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
62,7,9 - 6 - 3 - 0 - 1 - 2 - 8 - 7 - 5 - 4,408.91,88.50,225.00
62,8,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
62,9,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
62,10,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
62,11,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
62,12,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
62,13,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
62,14,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
62,15,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
62,16,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
62,17,4 - 6 - 9 - 3 - 1 - 0 - 2 - 7 - 8 - 5,421.46,89.00,208.00
62,18,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
62,19,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
62,20,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
62,21,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
62,22,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
62,23,4 - 6 - 9 - 3 - 1 - 0 - 2 - 7 - 8 - 5,421.46,89.00,208.00
62,24,4 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 5,406.30,90.00,211.00
62,25,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
62,26,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
62,27,4 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 5,406.30,90.00,211.00
62,28,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
62,29,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
62,30,1 - 3 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 0,381.84,74.00,310.00
62,31,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
62,32,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
62,33,6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4,424.26,85.50,217.00
62,34,1 - 3 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 0,381.84,74.00,310.00
62,35,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
62,36,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
62,37,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
62,38,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
62,39,6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4,424.26,85.50,217.00
62,40,1 - 3 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 0,381.84,74.00,310.00
62,41,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
62,42,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
62,43,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
62,44,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
62,45,6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4,424.26,85.50,217.00
62,46,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
62,47,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
62,48,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
62,49,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
62,50,9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4,409.09,86.50,220.00
62,51,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
62,52,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
62,53,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
62,54,4 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 5,406.30,90.00,211.00
62,55,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
62,56,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
62,57,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
62,58,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
62,59,2 - 7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1,368.86,68.50,327.00
62,60,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
62,61,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
62,62,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
62,63,4 - 5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7,372.45,72.00,316.00
62,64,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
62,65,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
62,66,7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,368.86,68.50,327.00
62,67,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
62,68,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
62,69,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
62,70,2 - 7 - 8 - 4 - 5 - 9 - 6 - 3 - 1 - 0,366.06,72.00,318.00
62,71,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
62,72,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
62,73,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
62,74,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
62,75,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
62,76,0 - 1 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 3,375.24,68.50,325.00
62,77,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
62,78,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
62,79,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
62,80,8 - 5 - 4 - 6 - 9 - 3 - 1 - 0 - 2 - 7,421.46,89.00,208.00
62,81,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
62,82,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
62,83,4 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 5,406.12,92.00,216.00
62,84,4 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 5,406.30,90.00,211.00
62,85,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
62,86,2 - 8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1,375.24,68.50,325.00
62,87,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
62,88,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
62,89,8 - 7 - 4 - 5 - 9 - 6 - 3 - 1 - 0 - 2,372.45,72.00,316.00
62,90,7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,368.86,68.50,327.00
62,91,6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4,424.26,85.50,217.00
62,92,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
62,93,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
62,94,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
62,95,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
62,96,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
62,97,7 - 4 - 5 - 9 - 6 - 0 - 1 - 3 - 2 - 8,381.84,74.00,310.00
62,98,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
62,99,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
63,0,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
63,1,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
63,2,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
63,3,5 - 8 - 7 - 2 - 1 - 3 - 0 - 6 - 9 - 4,414.03,93.50,210.00
63,4,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
63,5,6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4,424.26,85.50,217.00
63,6,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
63,7,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
63,8,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
63,9,7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,368.86,68.50,327.00
63,10,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
63,11,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
63,12,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
63,13,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
63,14,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
63,15,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
63,16,8 - 5 - 4 - 6 - 9 - 3 - 1 - 0 - 2 - 7,421.46,89.00,208.00
63,17,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
63,18,1 - 3 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 0,381.84,74.00,310.00
63,19,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
63,20,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
63,21,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
63,22,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
63,23,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
