Geracao,ID_Original,Cromossomo,Distancia_KM,Tempo_H,Pedagio_R$
38,46,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
38,47,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
38,48,5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7 - 4,375.24,68.50,325.00
38,49,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
38,50,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
38,51,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
38,52,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
38,53,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
38,54,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
38,55,1 - 0 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 3,372.45,72.00,316.00
38,56,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
38,57,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
38,58,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
38,59,1 - 3 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,414.03,93.50,210.00
38,60,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
38,61,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
38,62,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
38,63,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
38,64,9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4 - 5,378.60,68.00,371.00
38,65,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
38,66,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
38,67,8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7,368.86,68.50,327.00
38,68,8 - 5 - 4 - 6 - 9 - 3 - 1 - 0 - 2 - 7,421.46,89.00,208.00
38,69,9 - 6 - 3 - 0 - 1 - 2 - 8 - 7 - 4 - 5,375.24,68.50,325.00
38,70,9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4 - 5,368.86,68.50,327.00
38,71,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
38,72,1 - 3 - 2 - 7 - 8 - 4 - 5 - 9 - 6 - 0,375.45,74.00,312.00
38,73,4 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 5,406.12,92.00,216.00
38,74,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
38,75,4 - 9 - 6 - 0 - 3 - 1 - 2 - 7 - 8 - 5,414.03,93.50,210.00
38,76,8 - 7 - 4 - 5 - 9 - 6 - 3 - 1 - 0 - 2,372.45,72.00,316.00
38,77,4 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 5,406.30,90.00,211.00
38,78,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
38,79,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
38,80,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
38,81,4 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 5,406.30,90.00,211.00
38,82,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
38,83,7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,368.86,68.50,327.00
38,84,4 - 9 - 6 - 0 - 3 - 1 - 2 - 7 - 8 - 5,414.03,93.50,210.00
38,85,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
38,86,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
38,87,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
38,88,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
38,89,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
38,90,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
38,91,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
38,92,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
38,93,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
38,94,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
38,95,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
38,96,1 - 3 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,414.03,93.50,210.00
38,97,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
38,98,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
38,99,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
39,0,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
39,1,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
39,2,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
39,3,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
39,4,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
39,5,1 - 3 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,414.03,93.50,210.00
39,6,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
39,7,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
39,8,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
39,9,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
39,10,7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,368.86,68.50,327.00
39,11,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
39,12,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
39,13,5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7 - 4,375.24,68.50,325.00
39,14,4 - 5 - 8 - 7 - 9 - 6 - 0 - 1 - 3 - 2,376.59,82.00,285.00
39,15,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
39,16,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
39,17,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
39,18,1 - 3 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 0,381.84,74.00,310.00
39,19,4 - 6 - 9 - 3 - 1 - 0 - 2 - 7 - 8 - 5,421.46,89.00,208.00
39,20,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
39,21,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
39,22,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
39,23,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
39,24,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
39,25,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
39,26,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
39,27,5 - 8 - 7 - 2 - 0 - 1 - 3 - 6 - 9 - 4,406.30,90.00,211.00
39,28,4 - 9 - 6 - 0 - 3 - 1 - 2 - 7 - 8 - 5,414.03,93.50,210.00
39,29,4 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 5,406.30,90.00,211.00
39,30,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
39,31,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
39,32,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
39,33,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
39,34,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
39,35,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
39,36,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
39,37,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
39,38,1 - 3 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,414.03,93.50,210.00
39,39,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
39,40,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
39,41,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
39,42,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
39,43,8 - 5 - 4 - 6 - 9 - 3 - 1 - 0 - 2 - 7,421.46,89.00,208.00
39,44,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
39,45,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
39,46,9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4 - 5,378.60,68.00,371.00
39,47,8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7,368.86,68.50,327.00
39,48,8 - 5 - 4 - 6 - 9 - 3 - 1 - 0 - 2 - 7,421.46,89.00,208.00
39,49,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
39,50,5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7 - 4,375.24,68.50,325.00
39,51,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
39,52,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
39,53,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
39,54,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
39,55,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
39,56,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
39,57,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
39,58,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
39,59,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
39,60,4 - 9 - 6 - 0 - 3 - 1 - 2 - 7 - 8 - 5,414.03,93.50,210.00
39,61,8 - 7 - 4 - 5 - 9 - 6 - 3 - 1 - 0 - 2,372.45,72.00,316.00
39,62,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
39,63,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
39,64,4 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 5,406.30,90.00,211.00
39,65,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
39,66,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
39,67,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
39,68,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
39,69,4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7 - 5,408.91,88.50,225.00
39,70,4 - 6 - 9 - 3 - 1 - 0 - 2 - 7 - 8 - 5,421.46,89.00,208.00
39,71,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
39,72,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
39,73,0 - 1 - 2 - 7 - 8 - 4 - 5 - 9 - 6 - 3,368.86,68.50,327.00
39,74,8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7,368.86,68.50,327.00
39,75,1 - 3 - 2 - 7 - 8 - 4 - 5 - 9 - 6 - 0,375.45,74.00,312.00
39,76,5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7 - 4,375.24,68.50,325.00
39,77,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
39,78,5 - 9 - 6 - 0 - 1 - 3 - 2 - 8 - 7 - 4,381.84,74.00,310.00
39,79,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
39,80,4 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 5,406.30,90.00,211.00
39,81,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
39,82,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
39,83,1 - 0 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 3,372.45,72.00,316.00
39,84,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
39,85,5 - 9 - 6 - 0 - 1 - 3 - 2 - 8 - 7 - 4,381.84,74.00,310.00
39,86,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
39,87,4 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 5,406.12,92.00,216.00
39,88,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
39,89,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
39,90,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
39,91,1 - 3 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,414.03,93.50,210.00
39,92,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
39,93,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
39,94,8 - 5 - 4 - 6 - 9 - 3 - 1 - 0 - 2 - 7,421.46,89.00,208.00
39,95,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
39,96,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
39,97,1 - 3 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,414.03,93.50,210.00
39,98,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
39,99,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
40,0,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
40,1,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
40,2,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
40,3,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
40,4,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
40,5,1 - 3 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,414.03,93.50,210.00
40,6,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
40,7,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
40,8,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
40,9,7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,368.86,68.50,327.00
40,10,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
40,11,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
40,12,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
40,13,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
40,14,2 - 7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1,368.86,68.50,327.00
40,15,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
40,16,5 - 8 - 7 - 2 - 0 - 1 - 3 - 6 - 9 - 4,406.30,90.00,211.00
40,17,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
40,18,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
40,19,8 - 5 - 4 - 6 - 9 - 3 - 1 - 0 - 2 - 7,421.46,89.00,208.00
40,20,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
40,21,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
40,22,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
40,23,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
40,24,4 - 5 - 8 - 7 - 9 - 6 - 0 - 1 - 3 - 2,376.59,82.00,285.00
40,25,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
40,26,1 - 3 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,414.03,93.50,210.00
40,27,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
40,28,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
40,29,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
40,30,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
40,31,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
40,32,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
40,33,5 - 9 - 6 - 0 - 1 - 3 - 2 - 8 - 7 - 4,381.84,74.00,310.00
40,34,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
40,35,1 - 3 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,414.03,93.50,210.00
40,36,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
40,37,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
40,38,8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4 - 5,374.94,83.50,290.00
40,39,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
40,40,1 - 3 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 0,381.84,74.00,310.00
40,41,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
40,42,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
40,43,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
40,44,4 - 6 - 9 - 3 - 1 - 0 - 2 - 7 - 8 - 5,421.46,89.00,208.00
40,45,5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7 - 4,375.24,68.50,325.00
40,46,4 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 5,406.30,90.00,211.00
40,47,8 - 7 - 5 - 4 - 9 - 6 - 3 - 0 - 1 - 2,408.91,88.50,225.00
40,48,4 - 5 - 8 - 7 - 9 - 6 - 0 - 1 - 3 - 2,376.59,82.00,285.00
40,49,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
40,50,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
40,51,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
40,52,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
40,53,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
40,54,8 - 5 - 4 - 6 - 9 - 3 - 1 - 0 - 2 - 7,421.46,89.00,208.00
40,55,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
40,56,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
40,57,5 - 8 - 7 - 9 - 6 - 3 - 0 - 1 - 2 - 4,370.00,76.50,300.00
40,58,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
40,59,1 - 3 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,414.03,93.50,210.00
40,60,5 - 8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4,367.20,80.00,291.00
40,61,4 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 5,406.30,90.00,211.00
40,62,8 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7,368.86,68.50,327.00
40,63,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
40,64,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
40,65,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
40,66,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
40,67,1 - 0 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 3,372.45,72.00,316.00
40,68,7 - 8 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4,373.70,73.50,315.00
40,69,0 - 1 - 2 - 7 - 8 - 4 - 5 - 9 - 6 - 3,368.86,68.50,327.00
40,70,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
40,71,4 - 6 - 9 - 3 - 1 - 0 - 2 - 7 - 8 - 5,421.46,89.00,208.00
40,72,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
40,73,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
40,74,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
40,75,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
40,76,8 - 5 - 4 - 6 - 9 - 3 - 1 - 0 - 2 - 7,421.46,89.00,208.00
40,77,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
40,78,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
40,79,5 - 9 - 6 - 3 - 1 - 0 - 2 - 8 - 7 - 4,372.45,72.00,316.00
40,80,5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7 - 4,375.24,68.50,325.00
40,81,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
40,82,1 - 3 - 2 - 7 - 8 - 4 - 5 - 9 - 6 - 0,375.45,74.00,312.00
40,83,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
40,84,1 - 0 - 2 - 8 - 7 - 4 - 5 - 9 - 6 - 3,372.45,72.00,316.00
40,85,5 - 9 - 6 - 0 - 1 - 3 - 2 - 7 - 8 - 4,375.45,74.00,312.00
40,86,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
40,87,5 - 8 - 7 - 9 - 6 - 0 - 3 - 1 - 2 - 4,374.94,83.50,290.00
40,88,5 - 8 - 7 - 6 - 9 - 3 - 1 - 0 - 2 - 4,381.55,79.00,278.00
40,89,5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7 - 4,375.24,68.50,325.00
40,90,4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 5,409.09,86.50,220.00
40,91,8 - 7 - 4 - 5 - 9 - 6 - 3 - 1 - 0 - 2,372.45,72.00,316.00
40,92,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
40,93,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
40,94,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
40,95,4 - 9 - 6 - 0 - 3 - 1 - 2 - 7 - 8 - 5,414.03,93.50,210.00
40,96,4 - 9 - 6 - 0 - 3 - 1 - 2 - 7 - 8 - 5,414.03,93.50,210.00
40,97,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
40,98,5 - 9 - 6 - 8 - 7 - 3 - 0 - 1 - 2 - 4,378.60,68.00,371.00
40,99,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
41,0,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
41,1,5 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 8 - 7,364.34,79.00,313.00
41,2,1 - 3 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,415.69,92.00,205.00
41,3,4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 5,424.26,85.50,217.00
